title,platform,developer,genre,rating,release_date,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
007 Legends,Wii U,"Eurocom Entertainment Software, Eurocom","['Action', 'Shooter', 'Shooter', 'First-Person', 'Modern', 'Modern', 'Arcade']",T,"Dec 11, 2012",0,No score yet,0,0,3,5.3,Mixed or average reviews,10,7,13
1001 Spikes,Wii U,Nicalis,"['Action', 'General', 'Platformer', 'Platformer', '2D', '2D']",T,"Jun  3, 2014",83,Generally favorable reviews,5,1,0,7.0,Mixed or average reviews,14,3,6
140,Wii U,Jeppe Carlsen,"['Action', 'Platformer', '2D']",E,"Sep  1, 2016",0,No score yet,0,3,0,tbd,No user score yet,0,3,0
153 Hand Video Poker,Wii U,Skunk Software,"['Miscellaneous', 'Gambling']",T,"Jun  2, 2016",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
360 Breakout,Wii U,nuGAME,"['Action', 'Arcade']",E,"Aug 11, 2016",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
3Souls,Wii U,Red Column,"['Action', 'Action Adventure', 'Platformer', '2D']",E10+,"Jul 28, 2016",49,Generally unfavorable reviews,0,3,1,6.9,Mixed or average reviews,4,2,1
6-Hand Video Poker,Wii U,Skunk Software,"['Miscellaneous', 'Gambling']",T,"Mar 31, 2016",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
6180 the Moon,Wii U,Turtle Cream,"['Action', 'Platformer', '2D']",E,"Feb 25, 2016",0,No score yet,2,1,0,tbd,No user score yet,2,1,0
8Bit Hero,Wii U,Sean Garland,"['Action Adventure', 'General']",E10+,"May 12, 2016",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
99Moves,Wii U,EnjoyUp Games,"['Action', 'General', 'Arcade']",E,"Dec 18, 2014",0,No score yet,0,3,0,tbd,No user score yet,0,3,0
99Seconds,Wii U,EnjoyUp Games,"['Action', 'General', 'Arcade']",E,"Oct  2, 2014",65,Mixed or average reviews,1,3,0,tbd,No user score yet,1,0,0
A Day at the Carnival,Wii U,Thornbury Software,"['Miscellaneous', 'Party / Minigame']",E,"Jul  6, 2017",0,No score yet,0,0,0,tbd,No user score yet,1,0,1
A World of Keflings,Wii U,NinjaBee,"['Strategy', 'Breeding/Constructing', 'General', 'Management', 'Breeding/Constructing', 'Government']",E10+,"Nov 13, 2014",70,Mixed or average reviews,3,1,1,7.6,Generally favorable reviews,5,1,1
Absolutely Unstoppable MineRun,Wii U,Shy Egg,"['Action', 'Platformer', 'Arcade', '2D']",,"Apr 27, 2017",0,No score yet,0,1,1,tbd,No user score yet,0,1,1
Abyss,Wii U,EnjoyUp Games,"['Action', 'General', 'Platformer', '2D']",E,"May  1, 2014",59,Mixed or average reviews,0,6,1,6.5,Mixed or average reviews,5,5,2
ACE: Alien Cleanup Elite,Wii U,Matthew Flewelling,"['Action', 'Platformer', '2D']",E,"Mar 16, 2017",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
ACT IT OUT! A Game of Charades,Wii U,Snap Finger Click Ltd,"['Miscellaneous', 'Trivia / Game Show', 'Party / Minigame']",E,"Oct 10, 2016",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Adventure Party: Cats and Caverns,Wii U,E-Regular Games LLC,"['Role-Playing', 'General', 'Western-Style']",E10+,"Aug 18, 2016",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Adventure Time: Explore the Dungeon Because I DON'T KNOW!,Wii U,WayForward,"['Action Adventure', 'Fantasy', 'General', 'Fantasy']",E10+,"Nov 19, 2013",40,Generally unfavorable reviews,0,2,5,5.7,Mixed or average reviews,10,5,11
Adventure Time: Finn & Jake Investigations,Wii U,Vicious Cycle,"['Adventure', '3D', 'Third-Person']",E10+,"Oct 20, 2015",0,No score yet,0,2,0,6.9,Mixed or average reviews,5,3,2
Adventures of Pip,Wii U,TicToc Games,"['Action', 'Platformer', '2D']",E10+,"Jun  4, 2015",78,Generally favorable reviews,6,2,0,7.7,Generally favorable reviews,8,3,1
Aenigma Os,Wii U,Akies Games,"['Puzzle', 'Matching']",E,"Sep 15, 2016",0,No score yet,0,1,1,tbd,No user score yet,0,1,1
Affordable Space Adventures,Wii U,KnapNok Games,"['Scrolling', 'Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical', 'Horizontal']",E,"Apr  9, 2015",81,Generally favorable reviews,29,7,0,8.1,Generally favorable reviews,67,13,9
Alice in Wonderland,Wii U,Brave Rock Games,"['Miscellaneous', 'Edutainment']",E,"Sep  1, 2016",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Alphadia Genesis,Wii U,EXE Create,"['Role-Playing', 'Console-style RPG', 'Japanese-Style']",T,"Nov 20, 2014",60,Mixed or average reviews,0,4,0,7.4,Mixed or average reviews,3,1,1
amiibo Tap: Nintendo's Greatest Bits,Wii U,Nintendo,"['Miscellaneous', 'Application']",E,"Apr 30, 2015",0,No score yet,0,0,0,7.6,Generally favorable reviews,15,5,2
Angry Birds Star Wars,Wii U,Exient Entertainment,"['Strategy', 'Puzzle', 'Action', 'General', 'General']",E,"Oct 29, 2013",0,No score yet,0,1,1,6.8,Mixed or average reviews,12,1,5
Angry Birds Trilogy,Wii U,"FUN Labs, Rovio Mobile","['Action', 'Miscellaneous', 'General', 'General', 'Compilation']",E,"Aug 13, 2013",0,No score yet,1,0,0,5.8,Mixed or average reviews,4,5,4
Angry Bunnies: Colossal Carrot Crusade,Wii U,Cypronia,"['Puzzle', 'Action']",E,"Sep 25, 2014",33,Generally unfavorable reviews,0,1,3,5.3,Mixed or average reviews,4,1,4
Angry Video Game Nerd Adventures,Wii U,FreakZone,"['Action', 'Platformer', 'Platformer', '2D', '2D']",M,"Apr  2, 2015",78,Generally favorable reviews,4,1,0,8.0,Generally favorable reviews,22,7,2
Animal Crossing Plaza,Wii U,Nintendo,"['Miscellaneous', 'General', 'Application']",,"Aug  7, 2013",0,No score yet,0,0,0,5.2,Mixed or average reviews,0,10,2
Animal Crossing: amiibo Festival,Wii U,"Nintendo, Nd Cube","['Miscellaneous', 'Board / Card Game']",E,"Nov 13, 2015",46,Generally unfavorable reviews,2,10,8,4.0,Generally unfavorable reviews,70,32,150
Animal Gods,Wii U,Still Games,"['Role-Playing', 'Action RPG']",E10+,"Apr  6, 2017",0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Annihilation,Wii U,TreeFall Studios,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",T,"Aug 31, 2017",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Another World: 20th Anniversary Edition,Wii U,The Digital Lounge,"['Action', 'Platformer', '2D']",T,"Jun 19, 2014",73,Mixed or average reviews,3,4,0,7.7,Generally favorable reviews,15,2,3
Aperion Cyberstorm,Wii U,aPriori Digital,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E10+,"Feb  8, 2018",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Aqua Moto Racing Utopia,Wii U,Zordix,"['Driving', 'Racing', 'Arcade', 'Other']",E,"Apr 19, 2018",0,No score yet,0,2,0,7.6,Generally favorable reviews,8,0,2
Aqua TV,Wii U,"EM Studios, Extra Miles Studio","['Miscellaneous', 'Application']",E,"Mar 23, 2017",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Archery by Thornbury Software,Wii U,Thornbury Software,"['Sports', 'Individual', 'Other']",E,"Sep 29, 2016",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Armikrog,Wii U,Pencil Test Studios,"['Adventure', 'General', 'Point-and-Click']",E10+,"Aug 23, 2016",56,Mixed or average reviews,0,3,1,6.3,Mixed or average reviews,3,1,2
Armillo,Wii U,Fuzzy Wuzzy Games,"['Action', 'Platformer', 'Platformer', '3D', '3D']",E,"Jul  3, 2014",72,Mixed or average reviews,8,5,0,8.0,Generally favorable reviews,32,5,5
Armored ACORNs: Action Squirrel Squad,Wii U,Nexcra Software,"['Action', ""Beat-'Em-Up"", '2D']",E10+,"Mar 23, 2017",0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Arrow Time U,Wii U,XenoHorizon,"['Puzzle', 'Action']",E,"Sep 18, 2014",0,No score yet,0,0,3,tbd,No user score yet,0,0,3
Art Academy: Home Studio,Wii U,Headstrong Games,"['Miscellaneous', 'Edutainment']",E,"Jun 25, 2015",82,Generally favorable reviews,8,1,0,8.0,Generally favorable reviews,19,2,3
Art Academy: SketchPad,Wii U,Headstrong Games,"['Miscellaneous', 'General', 'General', 'Application']",E,"Aug  9, 2013",70,Mixed or average reviews,1,3,0,6.3,Mixed or average reviews,11,15,4
Art of Balance,Wii U,Shin'en,"['Puzzle', 'General']",E,"Oct  9, 2014",82,Generally favorable reviews,8,1,0,8.0,Generally favorable reviews,40,7,5
Ascent of Kings,Wii U,Nostatic Software,"['Action', 'Platformer', '2D']",E10+,"Oct 22, 2015",54,Mixed or average reviews,1,3,1,tbd,No user score yet,1,3,1
Asdivine Hearts,Wii U,Kemco,"['Role-Playing', 'General', 'Japanese-Style']",T,"Apr 14, 2016",57,Mixed or average reviews,0,4,1,6.5,Mixed or average reviews,3,2,1
Assassin's Creed III,Wii U,Ubisoft Quebec,"['Action Adventure', 'Historic', 'Historic', 'Open-World']",M,"Nov 18, 2012",85,Generally favorable reviews,25,1,0,7.3,Mixed or average reviews,171,59,41
Assassin's Creed III: The Battle Hardened Pack,Wii U,Ubisoft,"['Action Adventure', 'Historic', 'Historic', 'Open-World']",M,"Jan 17, 2013",0,No score yet,0,0,0,tbd,No user score yet,3,0,0
Assassin's Creed III: The Hidden Secrets Pack,Wii U,Ubisoft Quebec,"['Action Adventure', 'Historic', 'Historic', 'Open-World']",M,"Dec 11, 2012",0,No score yet,0,0,0,6.4,Mixed or average reviews,4,1,4
Assassin's Creed IV: Black Flag,Wii U,Ubisoft,"['Action Adventure', 'Historic', 'Historic', 'Open-World']",M,"Oct 29, 2013",86,Generally favorable reviews,5,0,0,7.7,Generally favorable reviews,181,28,37
Asteroid Quarry,Wii U,Hero Work Studios,"['Action', 'General', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E10+,"Jul  9, 2015",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Astral Breakers,Wii U,Intropy Games,"['Action', 'Puzzle', 'General', 'Stacking']",E10+,"Aug  6, 2015",0,No score yet,0,2,0,tbd,No user score yet,0,2,0
Ava and Avior Save the Earth,Wii U,2020 Venture,"['Miscellaneous', 'Edutainment']",E,"Apr 24, 2014",0,No score yet,0,0,1,tbd,No user score yet,0,0,2
Avoider,Wii U,RCMADIAX,"['Action', 'Arcade']",E,"Jan  7, 2016",0,No score yet,0,1,1,tbd,No user score yet,0,1,1
Axiom Verge,Wii U,Tom Happ,"['Action', 'Action Adventure', 'General', 'Platformer', '', 'Metroidvania']",E10+,"Sep  1, 2016",89,Generally favorable reviews,7,1,0,8.5,Generally favorable reviews,41,5,5
Azure Snake,Wii U,RandomSpin,"['Action', 'General']",E,"Jan 24, 2019",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
B3 Game Expo For Bees,Wii U,Famous Gamous,"['Action', 'Shooter', 'First-Person', 'Arcade']",E10+,"Jun  2, 2016",0,No score yet,0,1,1,tbd,No user score yet,1,0,0
Back to Bed,Wii U,Bedtime Digital Games,"['Puzzle', 'Action', 'General']",E,"Dec 22, 2016",56,Mixed or average reviews,0,3,1,tbd,No user score yet,0,3,1
BADLAND: Game of the Year Edition,Wii U,Frogmind,"['Action', 'Action Adventure', 'Arcade', 'Linear']",E,"Jul 30, 2015",80,Generally favorable reviews,6,1,0,7.5,Generally favorable reviews,8,8,0
Baila Latino,Wii U,Oxygene,"['Action', 'Rhythm', 'Dancing']",E,"May 28, 2015",0,No score yet,0,0,2,tbd,No user score yet,0,0,1
Ballpoint Universe: Infinite,Wii U,ArachnidGames,"['Action', 'General', 'General', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",E10+,"Oct 16, 2014",0,No score yet,0,2,0,tbd,No user score yet,0,2,0
Barbie and Her Sisters: Puppy Rescue,Wii U,"Torus Games, Little Orbit","['Action', 'Simulation', 'General', 'Virtual', 'Pet']",E,"Nov  3, 2015",0,No score yet,0,0,3,4.1,Generally unfavorable reviews,6,0,10
Barbie Dreamhouse Party,Wii U,Torus Games,"['Miscellaneous', 'Adventure', 'General', 'General', 'Party / Minigame']",E,"Nov 12, 2013",0,No score yet,0,0,1,4.4,Generally unfavorable reviews,4,0,5
Batman: Arkham City - Armored Edition,Wii U,"Rocksteady Studios, WB Games Montreal","['Action Adventure', 'Fantasy', 'Fantasy', 'Open-World']",T,"Nov 18, 2012",85,Generally favorable reviews,33,4,0,8.5,Generally favorable reviews,213,22,17
Batman: Arkham Origins,Wii U,Human Head Studios,"['Action Adventure', 'Fantasy', 'Fantasy', 'Open-World']",T,"Oct 25, 2013",68,Mixed or average reviews,2,3,0,7.6,Generally favorable reviews,109,30,21
Batman: Arkham Origins Blackgate - Deluxe Edition,Wii U,Armature Studio,"['Action', 'Action Adventure', 'General', 'Platformer', 'Fantasy', '']",T,"Apr  1, 2014",0,No score yet,0,3,0,7.1,Mixed or average reviews,9,10,2
Bayonetta,Wii U,Bee Tribe,"['Action', 'Fantasy', ""Beat-'Em-Up"", 'Action Adventure', 'Linear']",M,"Oct 24, 2014",86,Generally favorable reviews,18,0,0,8.8,Generally favorable reviews,405,19,30
Bayonetta + Bayonetta 2,Wii U,PlatinumGames,"['Miscellaneous', 'Compilation']",M,"Oct 24, 2014",0,No score yet,0,0,0,8.2,Generally favorable reviews,19,2,3
Bayonetta 2,Wii U,PlatinumGames,"['Action Adventure', 'Fantasy', 'Fantasy', 'Linear']",M,"Sep 20, 2014",91,Universal acclaim,78,2,0,8.9,Generally favorable reviews,"1,203",50,108
Beatbuddy: Tale of the Guardians,Wii U,Threaks,"['Action', 'Miscellaneous', 'Rhythm', 'Music']",E,"Sep 24, 2015",60,Mixed or average reviews,0,4,0,tbd,No user score yet,0,4,0
Ben 10 Omniverse 2,Wii U,High Voltage Software,"['Action', 'General', 'General']",E10+,"Nov  5, 2013",0,No score yet,0,0,1,6.8,Mixed or average reviews,4,2,2
Ben 10: Omniverse,Wii U,Vicious Cycle,"['Role-Playing', 'Massively Multiplayer Online', 'Fantasy', 'Action', 'Action Adventure', 'General', 'General']",E10+,"Nov 18, 2012",43,Generally unfavorable reviews,0,3,5,6.8,Mixed or average reviews,15,3,7
Bigley's Revenge,Wii U,Ninja Pig Studios,"['Action', 'Shooter', 'First-Person', 'Arcade']",T,"Jan  7, 2016",0,No score yet,0,0,1,3.7,Generally unfavorable reviews,3,0,6
Bike Rider UltraDX - WORLD TOUR,Wii U,,"['Action', 'Platformer', '2D']",,"Nov  5, 2015",0,No score yet,0,2,0,tbd,No user score yet,0,1,0
Bird Mania Party,Wii U,Teyon,"['Action', 'Arcade']",E,"Mar 17, 2016",0,No score yet,1,0,0,tbd,No user score yet,1,0,1
Bit Dungeon+,Wii U,KintoGames,"['Action Adventure', 'General']",T,"Oct 13, 2016",0,No score yet,1,1,0,tbd,No user score yet,0,1,0
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,Wii U,Gaijin Games,"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']",T,"Feb 26, 2013",84,Generally favorable reviews,16,2,0,7.8,Generally favorable reviews,77,14,14
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien - Good Friends Character Pack,Wii U,Gaijin Games,"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']",T,"Jul 11, 2013",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Blackjack 21,Wii U,Skunk Software,"['Miscellaneous', 'Gambling', 'Board / Card Game']",T,"Jun 23, 2016",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Blasting Agent: Ultimate Edition,Wii U,Ratalaika Games,"['Action', 'Platformer', '2D']",E10+,"Aug 18, 2016",0,No score yet,0,1,1,tbd,No user score yet,1,0,0
Blek,Wii U,Broken Rules,"['Puzzle', 'General']",E,"Feb 12, 2015",75,Generally favorable reviews,3,2,0,7.5,Generally favorable reviews,4,1,1
Bloc,Wii U,Calvin Tham / Perry Burkum,"['Action', 'Arcade']",E,"Jul 28, 2016",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
Block Zombies!,Wii U,Nostatic Software,"['Action', 'General', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E10+,"May 25, 2017",0,No score yet,0,0,0,tbd,No user score yet,1,0,0
Blockara,Wii U,Haunted Bees Productions,"['Puzzle', 'Stacking']",E,"Apr 21, 2016",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Blocky Bot,Wii U,Mobot Studios Inc,"['Action', 'Platformer', '2D']",E,"May 21, 2015",54,Mixed or average reviews,1,2,1,tbd,No user score yet,2,1,0
Blok Drop U,Wii U,RCMADIAX,"['Miscellaneous', 'Puzzle', 'Action', 'Logic']",E,"Mar  6, 2014",53,Mixed or average reviews,0,4,3,5.7,Mixed or average reviews,12,3,9
Blok Drop X: Twisted Fusion,Wii U,Leuvsion,"['Puzzle', 'Action', 'Logic']",E,"Dec 18, 2014",0,No score yet,0,2,0,tbd,No user score yet,0,1,0
Blue-Collar Astronaut,Wii U,Mutated Software,"['Action', 'General']",E10+,"Mar 14, 2017",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Bombing Bastards,Wii U,Sanuk Games,"['Puzzle', 'Action', 'General']",E10+,"Jul  3, 2014",55,Mixed or average reviews,0,4,0,5.3,Mixed or average reviews,1,3,2
Booty Diver,Wii U,Xavier Orion Games,"['Action', 'Arcade']",E10+,"Apr 20, 2017",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
BOX UP,Wii U,RCMADIAX,"['Action', 'Arcade']",E,"Jul 13, 2017",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Brave Tank Hero,Wii U,"Arc System Works, Natsume","['Action', 'Simulation', 'General', 'Vehicle', 'Combat']",E,"Aug 27, 2015",0,No score yet,0,1,2,tbd,No user score yet,1,0,0
Breakout Defense,Wii U,nuGAME,"['Action', 'Arcade']",E,"Dec 15, 2016",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Breakout Defense 2,Wii U,nuGAME,"['Action', 'Arcade']",E,"Nov 23, 2017",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Breezeblox,Wii U,Brennan Maddox,"['Puzzle', 'Logic']",E,"Jan 22, 2015",0,No score yet,2,1,0,tbd,No user score yet,2,1,0
Brick Breaker,Wii U,Sanuk Games,"['Action', 'Puzzle', 'Arcade']",,"Sep 15, 2016",0,No score yet,0,0,0,tbd,No user score yet,0,0,1
BRICK RACE,Wii U,RCMADIAX,"['Racing', 'Arcade', 'Other']",E,"Feb  9, 2017",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
BrickBlast U!,Wii U,Isaiah White,"['Action', 'Miscellaneous', 'Puzzle', 'Arcade']",E,"Jun 26, 2014",0,No score yet,0,0,1,tbd,No user score yet,2,0,0
Bridge Constructor Playground,Wii U,Joindots,"['Simulation', 'Puzzle', 'Action', 'Virtual', 'Career']",E,"Dec  8, 2016",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Brunswick Pro Bowling,Wii U,"Farsight Studios, Farsight Technologies, Crave, Alliance Digital Media","['Sports', 'Individual', 'Bowling']",E,"Dec 28, 2015",0,No score yet,0,0,1,tbd,No user score yet,1,0,2
Bubble Gum Popper,Wii U,"Skunk Software, Justin Sargent","['Puzzle', 'Matching']",E,"Apr  2, 2015",0,No score yet,0,0,2,tbd,No user score yet,0,0,2
Buddy & Me: Dream Edition,Wii U,Sunbreak Games,"['Action', 'Platformer', '2D']",E,"Jul 21, 2016",63,Mixed or average reviews,1,4,0,tbd,No user score yet,2,1,0
Cabela's Big Game Hunter: Pro Hunts,Wii U,Cauldron Ltd.,"['Sports', 'Individual', 'Nature', 'Hunting']",T,"Mar 25, 2014",0,No score yet,0,0,0,tbd,No user score yet,2,0,0
Cabela's Dangerous Hunts 2013,Wii U,Activision,"['Sports', 'Individual', 'Nature', 'Hunting', 'Hunting']",T,"Dec  4, 2012",0,No score yet,0,1,0,4.6,Generally unfavorable reviews,5,1,8
Cake Ninja 3: The Legend Continues,Wii U,Cypronia,"['Action', 'General', 'Arcade']",E,"Dec 18, 2014",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Call of Duty: Black Ops II,Wii U,Treyarch,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Historic', 'Modern', 'Arcade']",M,"Nov 18, 2012",81,Generally favorable reviews,26,4,1,7.0,Mixed or average reviews,166,40,59
Call of Duty: Ghosts,Wii U,Treyarch,"['Action', 'Shooter', 'Shooter', 'First-Person', 'Modern', 'Modern', 'Arcade']",M,"Nov  5, 2013",69,Mixed or average reviews,2,4,0,3.7,Generally unfavorable reviews,83,25,166
Call of Nightmare,Wii U,Nightmare Games,"['Action', 'Shooter', 'First-Person', 'Arcade']",,"Dec  6, 2018",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Candy Hoarder,Wii U,Nitrolic Games,"['Puzzle', 'General', 'Matching']",E,"Mar  9, 2017",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Canvaleon,Wii U,OXiAB Game Studio,"['Action', 'Platformer', '2D']",E,"Jul 23, 2015",49,Generally unfavorable reviews,0,5,3,6.5,Mixed or average reviews,11,3,5
Captain Toad: Treasure Tracker,Wii U,Nintendo EAD Tokyo,"['Puzzle', 'Action', 'Platformer', '3D']",E,"Dec  5, 2014",81,Generally favorable reviews,67,11,0,8.6,Generally favorable reviews,412,40,26
CastleStorm,Wii U,Zen Studios,"['Strategy', 'Real-Time', 'General', 'Defense']",T,"Dec 26, 2013",83,Generally favorable reviews,7,1,0,7.8,Generally favorable reviews,26,8,4
CastleStorm: The Warrior Queen,Wii U,Zen Studios,"['Strategy', 'Real-Time', 'General', 'Defense']",T,"Dec 26, 2013",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Chariot,Wii U,Frima Studio,"['Action', 'Platformer', '2D']",E,"Jan  8, 2015",76,Generally favorable reviews,5,4,0,7.9,Generally favorable reviews,7,1,1
Chasing Aurora,Wii U,Broken Rules,"['Action', 'Simulation', 'General', 'Flight', 'Flight', 'Combat']",E,"Nov 18, 2012",64,Mixed or average reviews,5,21,1,7.3,Mixed or average reviews,12,9,2
Chasing Dead,Wii U,2020 Venture,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,"Mar  3, 2016",24,Generally unfavorable reviews,0,0,4,5.0,Mixed or average reviews,9,8,10
Chests O' Booty,Wii U,Wildmane Studios,"['Puzzle', 'Matching', 'Logic']",E,"Oct 16, 2014",0,No score yet,0,1,1,tbd,No user score yet,0,1,1
Child of Light,Wii U,Ubisoft Montreal,"['Action', 'Role-Playing', 'General', 'General', 'General']",E10+,"Apr 29, 2014",84,Generally favorable reviews,7,0,0,8.4,Generally favorable reviews,135,16,12
Chimpuzzle Pro,Wii U,CW-Games,"['Puzzle', 'General']",,"Sep 18, 2014",0,No score yet,0,0,3,tbd,No user score yet,0,0,1
Chompy Chomp Chomp Party,Wii U,Utopian World of Sandwiches,"['Miscellaneous', 'Party / Minigame']",E,"May 19, 2016",0,No score yet,2,1,0,tbd,No user score yet,0,1,0
Christmas Adventure of Rocket Penguin,Wii U,Petite Games,"['Action', 'Platformer', 'Arcade', '2D']",E,"Nov  5, 2015",0,No score yet,0,2,0,tbd,No user score yet,0,1,0
Chroma Blast,Wii U,WizByte Games,"['Action', 'Shooter', 'Arcade', ""Shoot-'Em-Up"", 'Top-Down']",E,"Jul 14, 2016",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
Chronicles of Teddy: Harmony of Exidus,Wii U,"Aksys Games, LookAtMyGame","['Role-Playing', 'General', 'Action', 'Action Adventure', 'Platformer', 'Open-World', 'Metroidvania']",E,"Mar 31, 2016",0,No score yet,0,1,0,tbd,No user score yet,2,1,0
Chubbins,Wii U,"Dahku Creations, Dahku","['Action', 'Platformer', '2D', '3D']",E,"Jun  5, 2014",56,Mixed or average reviews,0,2,2,tbd,No user score yet,0,0,2
Citadale - The Legends Trilogy,Wii U,Nitrolic Games,"['Action', 'Action Adventure', 'Platformer', 'Open-World', '2D']",T,"May  4, 2017",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Citadale: Gate of Souls,Wii U,Ezekiel Rage,"['Action', 'Platformer', '2D']",T,"Nov 24, 2016",0,No score yet,0,1,0,tbd,No user score yet,0,0,2
Citizens of Earth,Wii U,Eden Industries,"['General', 'Role-Playing', 'General', 'Japanese-Style']",E10+,"Jan 20, 2015",67,Mixed or average reviews,6,6,1,7.8,Generally favorable reviews,17,9,2
Cloudberry Kingdom,Wii U,Pwnee Studios,"['Action', 'General', 'Platformer', 'Platformer', '2D', '2D']",T,"Aug  1, 2013",75,Generally favorable reviews,5,3,0,7.4,Mixed or average reviews,16,9,2
Coaster Crazy Deluxe,Wii U,Frontier Developments,"['Strategy', 'Miscellaneous', 'General', 'General', 'Management', 'Business / Tycoon']",E10+,"Nov 21, 2013",69,Mixed or average reviews,1,3,0,1.2,Overwhelming dislike,5,4,68
Cocoto Magic Circus 2,Wii U,Neko Entertainment,"['Action', 'Shooter', 'Light Gun']",E,"Jan  9, 2014",0,No score yet,0,3,0,tbd,No user score yet,0,2,1
Collateral Thinking,Wii U,Astrosaurus Games,"['Action', 'Platformer', '2D']",E,"Aug 18, 2016",0,No score yet,0,1,2,tbd,No user score yet,0,1,2
Color Bombs,Wii U,RCMADIAX,"['Action', 'Puzzle', 'Matching', 'Arcade']",E,"Oct 22, 2015",0,No score yet,0,0,3,tbd,No user score yet,0,0,3
COLOR CUBES,Wii U,RCMADIAX,"['Puzzle', 'General']",E,"Feb 16, 2017",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Color Symphony 2,Wii U,REMIMORY,"['Action', 'Puzzle', 'Platformer', '2D']",E10+,"May 12, 2016",0,No score yet,0,2,0,tbd,No user score yet,0,2,0
Color Zen,Wii U,Large Animal Games,"['Miscellaneous', 'Puzzle', 'General', 'Edutainment']",E,"May 15, 2014",0,No score yet,1,2,0,4.6,Generally unfavorable reviews,1,2,2
Color Zen Kids,Wii U,Large Animal Games,"['Miscellaneous', 'Puzzle', 'General']",E,"Jun 19, 2014",57,Mixed or average reviews,0,4,0,tbd,No user score yet,0,0,1
Coqui The Game,Wii U,Alberto Roman,"['Action', 'Platformer', '2D']",E,"Jun  1, 2017",0,No score yet,0,0,0,5.3,Mixed or average reviews,2,0,2
Cosmophony,Wii U,Moving Player,"['Action', 'Shooter', 'Rail']",E,"Oct 30, 2014",73,Mixed or average reviews,5,2,1,7.6,Generally favorable reviews,7,1,2
Costume Quest 2,Wii U,Double Fine Productions,"['Role-Playing', 'Action RPG', 'Japanese-Style']",E10+,"Oct 30, 2014",68,Mixed or average reviews,1,3,0,7.3,Mixed or average reviews,7,2,2
Crab Cakes Rescue,Wii U,Mission Critical Studios,"['Puzzle', 'Action', 'General']",E,"Aug 20, 2015",0,No score yet,0,0,2,tbd,No user score yet,0,0,2
Crush Insects,Wii U,"38,9_Degrees","['Action', 'Arcade']",,"Nov 22, 2018",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Crystorld,Wii U,TOYURO,"['Action', 'Platformer', '3D']",E,"Mar 12, 2020",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
Cube Blitz,Wii U,Wildcard Studios,"['Puzzle', 'Action']",E,"Jun  4, 2015",0,No score yet,0,0,1,tbd,No user score yet,0,0,1
